Usuarios 1 e 2, Tipo: Cosseno, Taxa de Similaridade: 0.4026060938931021
Usuarios 1 e 5149, Tipo: Cosseno, Taxa de Similaridade: 0.5003068813600301
Usuarios 1 e 5150, Tipo: Cosseno, Taxa de Similaridade: 0.40099754504487367
Usuarios 1 e 5151, Tipo: Cosseno, Taxa de Similaridade: 0.3912326550225991
Usuarios 1 e 5152, Tipo: Cosseno, Taxa de Similaridade: 0.6399946910362565
Usuarios 1 e 5153, Tipo: Cosseno, Taxa de Similaridade: 0.30027255065092523
Usuarios 1 e 5154, Tipo: Cosseno, Taxa de Similaridade: 0.10803191726054495
Usuarios 1 e 5155, Tipo: Cosseno, Taxa de Similaridade: 0.32701931764729053
Usuarios 1 e 5156, Tipo: Cosseno, Taxa de Similaridade: 0.331609698212385
Usuarios 1 e 5157, Tipo: Cosseno, Taxa de Similaridade: 0.44995261462992436
Usuarios 1 e 5158, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 5159, Tipo: Cosseno, Taxa de Similaridade: 0.0317679938629617
Usuarios 1 e 5160, Tipo: Cosseno, Taxa de Similaridade: 0.6710261357444173
Usuarios 1 e 5161, Tipo: Cosseno, Taxa de Similaridade: 0.4502466961122418
Usuarios 1 e 5162, Tipo: Cosseno, Taxa de Similaridade: 0.2324335243885889
Usuarios 1 e 5163, Tipo: Cosseno, Taxa de Similaridade: 0.728186449791499
Usuarios 1 e 5164, Tipo: Cosseno, Taxa de Similaridade: 0.09313403909214803
Usuarios 1 e 5165, Tipo: Cosseno, Taxa de Similaridade: 0.25591508882951186
Usuarios 1 e 5166, Tipo: Cosseno, Taxa de Similaridade: 0.5540433795849421
Usuarios 1 e 5167, Tipo: Cosseno, Taxa de Similaridade: 0.6635857504281304
Usuarios 1 e 5168, Tipo: Cosseno, Taxa de Similaridade: 0.6942930200327752
Usuarios 1 e 5169, Tipo: Cosseno, Taxa de Similaridade: 0.07300217994730787
Usuarios 1 e 5170, Tipo: Cosseno, Taxa de Similaridade: 0.29671172263061085
Usuarios 1 e 5171, Tipo: Cosseno, Taxa de Similaridade: 0.4777696820673094
Usuarios 1 e 5172, Tipo: Cosseno, Taxa de Similaridade: 0.3442823007657916
Usuarios 1 e 5173, Tipo: Cosseno, Taxa de Similaridade: 0.14029459903881172
Usuarios 1 e 5174, Tipo: Cosseno, Taxa de Similaridade: 0.3350796541179169
Usuarios 1 e 5175, Tipo: Cosseno, Taxa de Similaridade: 0.06422726243167536
Usuarios 1 e 5176, Tipo: Cosseno, Taxa de Similaridade: 0.29189104715379044
Usuarios 1 e 5177, Tipo: Cosseno, Taxa de Similaridade: 0.3771189706790911
Usuarios 1 e 5178, Tipo: Cosseno, Taxa de Similaridade: 0.4515501178807609
Usuarios 1 e 5179, Tipo: Cosseno, Taxa de Similaridade: 0.3164917431943363
Usuarios 1 e 5180, Tipo: Cosseno, Taxa de Similaridade: 0.5487732333452366
Usuarios 1 e 5181, Tipo: Cosseno, Taxa de Similaridade: 0.6397965794112643
Usuarios 1 e 5182, Tipo: Cosseno, Taxa de Similaridade: 0.6834022672424228
Usuarios 1 e 5183, Tipo: Cosseno, Taxa de Similaridade: 0.41052740610006977
Usuarios 1 e 5184, Tipo: Cosseno, Taxa de Similaridade: 0.1760909453363859
Usuarios 1 e 5185, Tipo: Cosseno, Taxa de Similaridade: 0.4990200923374359
Usuarios 1 e 5186, Tipo: Cosseno, Taxa de Similaridade: 0.4537336742882759
Usuarios 1 e 5187, Tipo: Cosseno, Taxa de Similaridade: 0.35024090538420544
Usuarios 1 e 5188, Tipo: Cosseno, Taxa de Similaridade: 0.46361035997632427
Usuarios 1 e 5189, Tipo: Cosseno, Taxa de Similaridade: 0.713839970737599
Usuarios 1 e 5190, Tipo: Cosseno, Taxa de Similaridade: 0.15541247947149012
Usuarios 1 e 5191, Tipo: Cosseno, Taxa de Similaridade: 0.42139024069531267
Usuarios 1 e 5192, Tipo: Cosseno, Taxa de Similaridade: 0.1444389218546089
Usuarios 1 e 5193, Tipo: Cosseno, Taxa de Similaridade: 0.5710492523788699
Usuarios 1 e 5194, Tipo: Cosseno, Taxa de Similaridade: 0.10270836459865451
Usuarios 1 e 5195, Tipo: Cosseno, Taxa de Similaridade: 0.6746594552156905
Usuarios 1 e 5196, Tipo: Cosseno, Taxa de Similaridade: 0.6649446932379546
Usuarios 1 e 5197, Tipo: Cosseno, Taxa de Similaridade: 0.08352333015925101
Usuarios 1 e 5198, Tipo: Cosseno, Taxa de Similaridade: 0.481748253357953
Usuarios 1 e 5199, Tipo: Cosseno, Taxa de Similaridade: 0.5546747996811782
Usuarios 1 e 5200, Tipo: Cosseno, Taxa de Similaridade: 0.11456711029619829
Usuarios 1 e 5201, Tipo: Cosseno, Taxa de Similaridade: 0.37549155060622624
Usuarios 1 e 5202, Tipo: Cosseno, Taxa de Similaridade: 0.7139735865463473
Usuarios 1 e 5203, Tipo: Cosseno, Taxa de Similaridade: 0.7104248591959968
Usuarios 1 e 5204, Tipo: Cosseno, Taxa de Similaridade: 0.24724270592830402
Usuarios 1 e 5205, Tipo: Cosseno, Taxa de Similaridade: 0.7119838692983705
Usuarios 1 e 5206, Tipo: Cosseno, Taxa de Similaridade: 0.23699779768533702
Usuarios 1 e 5207, Tipo: Cosseno, Taxa de Similaridade: 0.25853008457976917
Usuarios 1 e 5208, Tipo: Cosseno, Taxa de Similaridade: 0.3187377435830652
Usuarios 1 e 5209, Tipo: Cosseno, Taxa de Similaridade: 0.2917145480713918
Usuarios 1 e 5210, Tipo: Cosseno, Taxa de Similaridade: 0.5204708812675243
Usuarios 1 e 5211, Tipo: Cosseno, Taxa de Similaridade: 0.7601522194297246
Usuarios 1 e 5212, Tipo: Cosseno, Taxa de Similaridade: 0.6396789288719585
Usuarios 1 e 5213, Tipo: Cosseno, Taxa de Similaridade: 0.19248775056388734
Usuarios 1 e 5214, Tipo: Cosseno, Taxa de Similaridade: 0.8479459852238163
Usuarios 1 e 5215, Tipo: Cosseno, Taxa de Similaridade: 0.16386608371059247
Usuarios 1 e 5216, Tipo: Cosseno, Taxa de Similaridade: 0.5281717691284181
Usuarios 1 e 5217, Tipo: Cosseno, Taxa de Similaridade: 0.474956200796254
Usuarios 1 e 5218, Tipo: Cosseno, Taxa de Similaridade: 0.04468410003188304
Usuarios 1 e 5219, Tipo: Cosseno, Taxa de Similaridade: 0.5442269985544286
Usuarios 1 e 5220, Tipo: Cosseno, Taxa de Similaridade: 0.5804877308215128
Usuarios 1 e 5221, Tipo: Cosseno, Taxa de Similaridade: 0.1853746270563136
Usuarios 1 e 5222, Tipo: Cosseno, Taxa de Similaridade: 0.6036052232491006
Usuarios 1 e 5223, Tipo: Cosseno, Taxa de Similaridade: 0.47343788181377133
Usuarios 1 e 5224, Tipo: Cosseno, Taxa de Similaridade: 0.5091424818971164
Usuarios 1 e 5225, Tipo: Cosseno, Taxa de Similaridade: 0.14213930075126158
Usuarios 1 e 5226, Tipo: Cosseno, Taxa de Similaridade: 0.10418479525547583
Usuarios 1 e 5227, Tipo: Cosseno, Taxa de Similaridade: 0.4780325194054045
Usuarios 1 e 5228, Tipo: Cosseno, Taxa de Similaridade: 0.21414807979168932
Usuarios 1 e 5229, Tipo: Cosseno, Taxa de Similaridade: 0.45784192826063325
Usuarios 1 e 5230, Tipo: Cosseno, Taxa de Similaridade: 0.3004131996657733
Usuarios 1 e 5231, Tipo: Cosseno, Taxa de Similaridade: 0.3896482488586577
Usuarios 1 e 5232, Tipo: Cosseno, Taxa de Similaridade: 0.39713603541895526
Usuarios 1 e 5233, Tipo: Cosseno, Taxa de Similaridade: 0.6227823527483951
Usuarios 1 e 5234, Tipo: Cosseno, Taxa de Similaridade: 0.5342969146037915
Usuarios 1 e 5235, Tipo: Cosseno, Taxa de Similaridade: 0.4118370327254635
Usuarios 1 e 5236, Tipo: Cosseno, Taxa de Similaridade: 0.6783059272635292
Usuarios 1 e 5237, Tipo: Cosseno, Taxa de Similaridade: 0.3783481492456744
Usuarios 1 e 5238, Tipo: Cosseno, Taxa de Similaridade: 0.41522720725060847
Usuarios 1 e 5239, Tipo: Cosseno, Taxa de Similaridade: 0.0073565568932571984
Usuarios 1 e 5240, Tipo: Cosseno, Taxa de Similaridade: 0.5071946031157333
Usuarios 1 e 5241, Tipo: Cosseno, Taxa de Similaridade: 0.05921085739492153
Usuarios 1 e 5242, Tipo: Cosseno, Taxa de Similaridade: 0.43173089170495954
Usuarios 1 e 5243, Tipo: Cosseno, Taxa de Similaridade: 0.5407279930472817
Usuarios 1 e 5244, Tipo: Cosseno, Taxa de Similaridade: 0.4240488160279975
Usuarios 1 e 5245, Tipo: Cosseno, Taxa de Similaridade: 0.5098131705657489
Usuarios 1 e 5246, Tipo: Cosseno, Taxa de Similaridade: 0.44534683601790215
Usuarios 1 e 5247, Tipo: Cosseno, Taxa de Similaridade: 0.8140542642668661
Usuarios 1 e 5248, Tipo: Cosseno, Taxa de Similaridade: 0.28215439366060135
Usuarios 1 e 5249, Tipo: Cosseno, Taxa de Similaridade: 0.44934266182534566
Usuarios 1 e 5250, Tipo: Cosseno, Taxa de Similaridade: 0.37169708255211675
Usuarios 1 e 5251, Tipo: Cosseno, Taxa de Similaridade: 0.10600270839367795
Usuarios 1 e 5252, Tipo: Cosseno, Taxa de Similaridade: 0.62957945751867
Usuarios 1 e 5253, Tipo: Cosseno, Taxa de Similaridade: 0.39454081493484583
Usuarios 1 e 5254, Tipo: Cosseno, Taxa de Similaridade: 0.7551053259163983
Usuarios 1 e 5255, Tipo: Cosseno, Taxa de Similaridade: 0.6438846127769388
Usuarios 1 e 5256, Tipo: Cosseno, Taxa de Similaridade: 0.259310335237718
Usuarios 1 e 5257, Tipo: Cosseno, Taxa de Similaridade: 0.43212847294049705
Usuarios 1 e 5258, Tipo: Cosseno, Taxa de Similaridade: 0.9042591757414961
Usuarios 1 e 5259, Tipo: Cosseno, Taxa de Similaridade: 0.18843577778480694
Usuarios 1 e 5260, Tipo: Cosseno, Taxa de Similaridade: 0.5553249842177261
Usuarios 1 e 5261, Tipo: Cosseno, Taxa de Similaridade: 0.7879773577082017
Usuarios 1 e 5262, Tipo: Cosseno, Taxa de Similaridade: 0.47914240007275016
Usuarios 1 e 5263, Tipo: Cosseno, Taxa de Similaridade: 0.1756233689036032
Usuarios 1 e 5264, Tipo: Cosseno, Taxa de Similaridade: 0.4246010944895177
Usuarios 1 e 5265, Tipo: Cosseno, Taxa de Similaridade: 0.3961318855554913
Usuarios 1 e 5266, Tipo: Cosseno, Taxa de Similaridade: 0.37549763549077125
Usuarios 1 e 5267, Tipo: Cosseno, Taxa de Similaridade: 0.523436679110993
Usuarios 1 e 5268, Tipo: Cosseno, Taxa de Similaridade: 0.34920804810679384
Usuarios 1 e 5269, Tipo: Cosseno, Taxa de Similaridade: 0.4743554487056774
Usuarios 1 e 5270, Tipo: Cosseno, Taxa de Similaridade: 0.504986266172259
Usuarios 1 e 5271, Tipo: Cosseno, Taxa de Similaridade: 0.47442401847977367
Usuarios 1 e 5272, Tipo: Cosseno, Taxa de Similaridade: 0.31304162594903645
Usuarios 1 e 5273, Tipo: Cosseno, Taxa de Similaridade: 0.4401112363068704
Usuarios 1 e 5274, Tipo: Cosseno, Taxa de Similaridade: 0.5188847095221414
Usuarios 1 e 5275, Tipo: Cosseno, Taxa de Similaridade: 0.6220636207755433
Usuarios 1 e 5276, Tipo: Cosseno, Taxa de Similaridade: 0.3425304028574454
Usuarios 1 e 5277, Tipo: Cosseno, Taxa de Similaridade: 0.06192855503290087
Usuarios 1 e 5278, Tipo: Cosseno, Taxa de Similaridade: 0.5233704657629641
Usuarios 1 e 5279, Tipo: Cosseno, Taxa de Similaridade: 0.12376116623085631
Usuarios 1 e 5280, Tipo: Cosseno, Taxa de Similaridade: 0.5184075484830721
Usuarios 1 e 5281, Tipo: Cosseno, Taxa de Similaridade: 0.32175874926844433
Usuarios 1 e 5282, Tipo: Cosseno, Taxa de Similaridade: 0.39946848754140135
Usuarios 1 e 5283, Tipo: Cosseno, Taxa de Similaridade: 0.8132703385511397
Usuarios 1 e 5284, Tipo: Cosseno, Taxa de Similaridade: 0.3354306531807086
Usuarios 1 e 5285, Tipo: Cosseno, Taxa de Similaridade: 0.28231642829672127
Usuarios 1 e 5286, Tipo: Cosseno, Taxa de Similaridade: 0.41290540485096283
Usuarios 1 e 5287, Tipo: Cosseno, Taxa de Similaridade: 0.8096021797868849
Usuarios 1 e 5288, Tipo: Cosseno, Taxa de Similaridade: 0.5031218284048399
Usuarios 1 e 5289, Tipo: Cosseno, Taxa de Similaridade: 0.4496529379683787
Usuarios 1 e 5290, Tipo: Cosseno, Taxa de Similaridade: 0.24444588817347035
Usuarios 1 e 5291, Tipo: Cosseno, Taxa de Similaridade: 0.6948429452579833
Usuarios 1 e 5292, Tipo: Cosseno, Taxa de Similaridade: 0.4956331423202522
Usuarios 1 e 5293, Tipo: Cosseno, Taxa de Similaridade: 0.4352055853814409
Usuarios 1 e 5294, Tipo: Cosseno, Taxa de Similaridade: 0.4895150164165603
Usuarios 1 e 5295, Tipo: Cosseno, Taxa de Similaridade: 0.010625571622727654
Usuarios 1 e 5296, Tipo: Cosseno, Taxa de Similaridade: 0.4274596418962452
Usuarios 1 e 5297, Tipo: Cosseno, Taxa de Similaridade: 0.25312987048001034
Usuarios 1 e 5298, Tipo: Cosseno, Taxa de Similaridade: 0.4777000772253765
Usuarios 1 e 5299, Tipo: Cosseno, Taxa de Similaridade: 0.535281867094575
Usuarios 1 e 5300, Tipo: Cosseno, Taxa de Similaridade: 0.6773958819348453
Usuarios 1 e 5301, Tipo: Cosseno, Taxa de Similaridade: 0.5244719781648584
Usuarios 1 e 5302, Tipo: Cosseno, Taxa de Similaridade: 0.5749402896791774
Usuarios 1 e 5303, Tipo: Cosseno, Taxa de Similaridade: 0.15428161063881565
Usuarios 1 e 5304, Tipo: Cosseno, Taxa de Similaridade: 0.40602282240063475
Usuarios 1 e 5305, Tipo: Cosseno, Taxa de Similaridade: 0.1736395085516192
Usuarios 1 e 5306, Tipo: Cosseno, Taxa de Similaridade: 0.5950157386835339
Usuarios 1 e 5307, Tipo: Cosseno, Taxa de Similaridade: 0.5971483395219372
Usuarios 1 e 5308, Tipo: Cosseno, Taxa de Similaridade: 0.25627113512241606
Usuarios 1 e 5309, Tipo: Cosseno, Taxa de Similaridade: 0.57696152254301
Usuarios 1 e 5310, Tipo: Cosseno, Taxa de Similaridade: 0.6012573850538108
Usuarios 1 e 5311, Tipo: Cosseno, Taxa de Similaridade: 0.956624177541972
Usuarios 1 e 5312, Tipo: Cosseno, Taxa de Similaridade: 0.5031757332985421
Usuarios 1 e 5313, Tipo: Cosseno, Taxa de Similaridade: 0.3203168033029517
Usuarios 1 e 5314, Tipo: Cosseno, Taxa de Similaridade: 0.3271391898449205
Usuarios 1 e 5315, Tipo: Cosseno, Taxa de Similaridade: 0.22160011184273487
Usuarios 1 e 5316, Tipo: Cosseno, Taxa de Similaridade: 0.5503828479255712
Usuarios 1 e 5317, Tipo: Cosseno, Taxa de Similaridade: 0.15707193170183878
Usuarios 1 e 5318, Tipo: Cosseno, Taxa de Similaridade: 0.3446224991023396
Usuarios 1 e 5319, Tipo: Cosseno, Taxa de Similaridade: 0.4058576840148272
Usuarios 1 e 5320, Tipo: Cosseno, Taxa de Similaridade: 0.6901227960426625
Usuarios 1 e 5321, Tipo: Cosseno, Taxa de Similaridade: 0.1561384458076608
Usuarios 1 e 5322, Tipo: Cosseno, Taxa de Similaridade: 0.4105728559043753
Usuarios 1 e 5323, Tipo: Cosseno, Taxa de Similaridade: 0.20247984008126887
Usuarios 1 e 5324, Tipo: Cosseno, Taxa de Similaridade: 0.26345499258497945
Usuarios 1 e 5325, Tipo: Cosseno, Taxa de Similaridade: 0.6313866886535257
Usuarios 1 e 5326, Tipo: Cosseno, Taxa de Similaridade: 0.5017661513507695
Usuarios 1 e 5327, Tipo: Cosseno, Taxa de Similaridade: 0.15185072270401767
Usuarios 1 e 5328, Tipo: Cosseno, Taxa de Similaridade: 0.07469551632464612
Usuarios 1 e 5329, Tipo: Cosseno, Taxa de Similaridade: 0.05966189592416626
Usuarios 1 e 5330, Tipo: Cosseno, Taxa de Similaridade: 0.3728759531345297
Usuarios 1 e 5331, Tipo: Cosseno, Taxa de Similaridade: 0.5780659121584534
Usuarios 1 e 5332, Tipo: Cosseno, Taxa de Similaridade: 0.425009568984134
Usuarios 1 e 5333, Tipo: Cosseno, Taxa de Similaridade: 0.676610296700811
Usuarios 1 e 5334, Tipo: Cosseno, Taxa de Similaridade: 0.4017602575538655
Usuarios 1 e 5335, Tipo: Cosseno, Taxa de Similaridade: 0.4902965455323581
Usuarios 1 e 5336, Tipo: Cosseno, Taxa de Similaridade: 0.20342107971232704
Usuarios 1 e 5337, Tipo: Cosseno, Taxa de Similaridade: 0.561709508264084
Usuarios 1 e 5338, Tipo: Cosseno, Taxa de Similaridade: 0.37498844011917426
Usuarios 1 e 5339, Tipo: Cosseno, Taxa de Similaridade: 0.8942688922544821
Usuarios 1 e 5340, Tipo: Cosseno, Taxa de Similaridade: 0.07451741866031496
Usuarios 1 e 5341, Tipo: Cosseno, Taxa de Similaridade: 0.41641160372206004
Usuarios 1 e 5342, Tipo: Cosseno, Taxa de Similaridade: 0.3252198968609634
Usuarios 1 e 5343, Tipo: Cosseno, Taxa de Similaridade: 0.35119320028358586
Usuarios 1 e 5344, Tipo: Cosseno, Taxa de Similaridade: 0.6041289109615693
Usuarios 1 e 5345, Tipo: Cosseno, Taxa de Similaridade: 0.4453115511421193
Usuarios 1 e 5346, Tipo: Cosseno, Taxa de Similaridade: 0.5536879438549703
Usuarios 1 e 5347, Tipo: Cosseno, Taxa de Similaridade: 0.40281184734767594
Usuarios 1 e 5348, Tipo: Cosseno, Taxa de Similaridade: 0.023594590327263285
Usuarios 1 e 5349, Tipo: Cosseno, Taxa de Similaridade: 0.10734702352494821
Usuarios 1 e 5350, Tipo: Cosseno, Taxa de Similaridade: 0.32741721676635804
Usuarios 1 e 5351, Tipo: Cosseno, Taxa de Similaridade: 0.525333584730691
Usuarios 1 e 5352, Tipo: Cosseno, Taxa de Similaridade: 0.6352412457975807
Usuarios 1 e 5353, Tipo: Cosseno, Taxa de Similaridade: 0.313946853926302
Usuarios 1 e 5354, Tipo: Cosseno, Taxa de Similaridade: 0.5322687801938859
Usuarios 1 e 5355, Tipo: Cosseno, Taxa de Similaridade: 0.33500850915846603
Usuarios 1 e 5356, Tipo: Cosseno, Taxa de Similaridade: 0.6029158357110322
Usuarios 1 e 5357, Tipo: Cosseno, Taxa de Similaridade: 0.4602010945074554
Usuarios 1 e 5358, Tipo: Cosseno, Taxa de Similaridade: 0.4356851970076863
Usuarios 1 e 5359, Tipo: Cosseno, Taxa de Similaridade: 0.5649959832836612
Usuarios 1 e 5360, Tipo: Cosseno, Taxa de Similaridade: 0.295037339970448
Usuarios 1 e 5361, Tipo: Cosseno, Taxa de Similaridade: 0.5388330079066934
Usuarios 1 e 5362, Tipo: Cosseno, Taxa de Similaridade: 0.22177006464009413
Usuarios 1 e 5363, Tipo: Cosseno, Taxa de Similaridade: 0.35336755438900175
Usuarios 1 e 5364, Tipo: Cosseno, Taxa de Similaridade: 0.5600081253890044
Usuarios 1 e 5365, Tipo: Cosseno, Taxa de Similaridade: 0.10458300041758523
Usuarios 1 e 5366, Tipo: Cosseno, Taxa de Similaridade: 0.04193429414942397
Usuarios 1 e 5367, Tipo: Cosseno, Taxa de Similaridade: 0.22833712879559248
Usuarios 1 e 5368, Tipo: Cosseno, Taxa de Similaridade: 0.5466131786614287
Usuarios 1 e 5369, Tipo: Cosseno, Taxa de Similaridade: 0.7142057308148285
Usuarios 1 e 5370, Tipo: Cosseno, Taxa de Similaridade: 0.487917790788883
Usuarios 1 e 5371, Tipo: Cosseno, Taxa de Similaridade: 0.4645644512007742
Usuarios 1 e 5372, Tipo: Cosseno, Taxa de Similaridade: 0.6493703939181121
Usuarios 1 e 5373, Tipo: Cosseno, Taxa de Similaridade: 0.4167997261119242
Usuarios 1 e 5374, Tipo: Cosseno, Taxa de Similaridade: 0.43714794103974036
Usuarios 1 e 5375, Tipo: Cosseno, Taxa de Similaridade: 0.5673038179569558
Usuarios 1 e 5376, Tipo: Cosseno, Taxa de Similaridade: 0.34404544327218756
Usuarios 1 e 5377, Tipo: Cosseno, Taxa de Similaridade: 0.6776733610062593
Usuarios 1 e 5378, Tipo: Cosseno, Taxa de Similaridade: 0.2709288469407568
Usuarios 1 e 5379, Tipo: Cosseno, Taxa de Similaridade: 0.5659690336311338
Usuarios 1 e 5380, Tipo: Cosseno, Taxa de Similaridade: 0.13067892603183348
Usuarios 1 e 5381, Tipo: Cosseno, Taxa de Similaridade: 0.536329581680006
Usuarios 1 e 5382, Tipo: Cosseno, Taxa de Similaridade: 0.19974680483108442
Usuarios 1 e 5383, Tipo: Cosseno, Taxa de Similaridade: 0.47275566406549624
Usuarios 1 e 5384, Tipo: Cosseno, Taxa de Similaridade: 0.07717934391916548
Usuarios 1 e 5385, Tipo: Cosseno, Taxa de Similaridade: 0.49000374702978733
Usuarios 1 e 5386, Tipo: Cosseno, Taxa de Similaridade: 0.41572410647573876
Usuarios 1 e 5387, Tipo: Cosseno, Taxa de Similaridade: 0.5850398659488307
Usuarios 1 e 5388, Tipo: Cosseno, Taxa de Similaridade: 0.6458879652808168
Usuarios 1 e 5389, Tipo: Cosseno, Taxa de Similaridade: 0.4980522888924603
Usuarios 1 e 5390, Tipo: Cosseno, Taxa de Similaridade: 0.7376781640052944
Usuarios 1 e 5391, Tipo: Cosseno, Taxa de Similaridade: 0.6876015974211473
Usuarios 1 e 5392, Tipo: Cosseno, Taxa de Similaridade: 0.6404927976150676
Usuarios 1 e 5393, Tipo: Cosseno, Taxa de Similaridade: 0.40337497161423097
Usuarios 1 e 5394, Tipo: Cosseno, Taxa de Similaridade: 0.9159180300410054
Usuarios 1 e 5395, Tipo: Cosseno, Taxa de Similaridade: 0.4307349147816318
Usuarios 1 e 5396, Tipo: Cosseno, Taxa de Similaridade: 0.5288669853081394
Usuarios 1 e 5397, Tipo: Cosseno, Taxa de Similaridade: 0.41930173390702746
Usuarios 1 e 5398, Tipo: Cosseno, Taxa de Similaridade: 0.2953681873211278
Usuarios 1 e 5399, Tipo: Cosseno, Taxa de Similaridade: 0.687591956352797
Usuarios 1 e 5400, Tipo: Cosseno, Taxa de Similaridade: 0.15617779355300598
Usuarios 1 e 5401, Tipo: Cosseno, Taxa de Similaridade: 0.13298239812687943
Usuarios 1 e 5402, Tipo: Cosseno, Taxa de Similaridade: 0.8397761470371091
Usuarios 1 e 5403, Tipo: Cosseno, Taxa de Similaridade: 0.5546763438394997
Usuarios 1 e 5404, Tipo: Cosseno, Taxa de Similaridade: 0.6788042240239405
Usuarios 1 e 5405, Tipo: Cosseno, Taxa de Similaridade: 0.4591179317361244
Usuarios 1 e 5406, Tipo: Cosseno, Taxa de Similaridade: 0.4256614148099696
Usuarios 1 e 5407, Tipo: Cosseno, Taxa de Similaridade: 0.3203591188439679
Usuarios 1 e 5408, Tipo: Cosseno, Taxa de Similaridade: 0.45291499041876626
Usuarios 1 e 5409, Tipo: Cosseno, Taxa de Similaridade: 0.06749631093859267
Usuarios 1 e 5410, Tipo: Cosseno, Taxa de Similaridade: 0.7360856173526453
Usuarios 1 e 5411, Tipo: Cosseno, Taxa de Similaridade: 0.10004206733377494
Usuarios 1 e 5412, Tipo: Cosseno, Taxa de Similaridade: 0.3655829472716014
Usuarios 1 e 5413, Tipo: Cosseno, Taxa de Similaridade: 0.1321741002532491
Usuarios 1 e 5414, Tipo: Cosseno, Taxa de Similaridade: 0.1835957941199842
Usuarios 1 e 5415, Tipo: Cosseno, Taxa de Similaridade: 0.49477255835609096
Usuarios 1 e 5416, Tipo: Cosseno, Taxa de Similaridade: 0.018557919819190815
Usuarios 1 e 5417, Tipo: Cosseno, Taxa de Similaridade: 0.5067132709879848
Usuarios 1 e 5418, Tipo: Cosseno, Taxa de Similaridade: 0.5196048408604507
Usuarios 1 e 5419, Tipo: Cosseno, Taxa de Similaridade: 0.3203480352311066
Usuarios 1 e 5420, Tipo: Cosseno, Taxa de Similaridade: 0.4611307411494789
Usuarios 1 e 5421, Tipo: Cosseno, Taxa de Similaridade: 0.4602851490196331
Usuarios 1 e 5422, Tipo: Cosseno, Taxa de Similaridade: 0.5108033221796558
Usuarios 1 e 5423, Tipo: Cosseno, Taxa de Similaridade: 0.14358120617305442
Usuarios 1 e 5424, Tipo: Cosseno, Taxa de Similaridade: 0.274973139539457
Usuarios 1 e 5425, Tipo: Cosseno, Taxa de Similaridade: 0.5307628472828163
Usuarios 1 e 5426, Tipo: Cosseno, Taxa de Similaridade: 0.6550643568375767
Usuarios 1 e 5427, Tipo: Cosseno, Taxa de Similaridade: 0.510821873089223
Usuarios 1 e 5428, Tipo: Cosseno, Taxa de Similaridade: 0.8005714422875353
Usuarios 1 e 5429, Tipo: Cosseno, Taxa de Similaridade: 0.08233510621989498
Usuarios 1 e 5430, Tipo: Cosseno, Taxa de Similaridade: 0.6777204099565877
Usuarios 1 e 5431, Tipo: Cosseno, Taxa de Similaridade: 0.8129226619508906
Usuarios 1 e 5432, Tipo: Cosseno, Taxa de Similaridade: 0.35711991656912356
Usuarios 1 e 5433, Tipo: Cosseno, Taxa de Similaridade: 0.28148570444365295
Usuarios 1 e 5434, Tipo: Cosseno, Taxa de Similaridade: 0.5663228641173168
Usuarios 1 e 5435, Tipo: Cosseno, Taxa de Similaridade: 0.3330511143722773
Usuarios 1 e 5436, Tipo: Cosseno, Taxa de Similaridade: 0.17950324769030218
Usuarios 1 e 5437, Tipo: Cosseno, Taxa de Similaridade: 0.7276277360136632
Usuarios 1 e 5438, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 5439, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 5440, Tipo: Cosseno, Taxa de Similaridade: 0.41901576677176633
Usuarios 1 e 5441, Tipo: Cosseno, Taxa de Similaridade: 0.33031949968231494
Usuarios 1 e 5442, Tipo: Cosseno, Taxa de Similaridade: 0.25837528441881935
Usuarios 1 e 5443, Tipo: Cosseno, Taxa de Similaridade: 0.5010598453939066
Usuarios 1 e 5444, Tipo: Cosseno, Taxa de Similaridade: 0.27402376142013274
Usuarios 1 e 5445, Tipo: Cosseno, Taxa de Similaridade: 0.3607439686899067
Usuarios 1 e 5446, Tipo: Cosseno, Taxa de Similaridade: 0.359738138033545
Usuarios 1 e 5447, Tipo: Cosseno, Taxa de Similaridade: 0.23482109243971927
Usuarios 1 e 5448, Tipo: Cosseno, Taxa de Similaridade: 0.08537948235007549
Usuarios 1 e 5449, Tipo: Cosseno, Taxa de Similaridade: 0.4629888255474644
Usuarios 1 e 5450, Tipo: Cosseno, Taxa de Similaridade: 0.3456879014814398
Usuarios 1 e 5451, Tipo: Cosseno, Taxa de Similaridade: 0.3384110855162982
Usuarios 1 e 5452, Tipo: Cosseno, Taxa de Similaridade: 0.11366502920320651
Usuarios 1 e 5453, Tipo: Cosseno, Taxa de Similaridade: 0.6658133936088314
Usuarios 1 e 5454, Tipo: Cosseno, Taxa de Similaridade: 0.4960442564948919
Usuarios 1 e 5455, Tipo: Cosseno, Taxa de Similaridade: 0.31715000596344045
Usuarios 1 e 5456, Tipo: Cosseno, Taxa de Similaridade: 0.45269216846659455
Usuarios 1 e 5457, Tipo: Cosseno, Taxa de Similaridade: 0.3859941795172343
Usuarios 1 e 5458, Tipo: Cosseno, Taxa de Similaridade: 0.8131810489093558
