id,name,show1,show2,show3,show4,show5,show6,show7,show8,show9,show10
5446,Emerson,0,95,0,0,0,0,5,0,0,0
5447,Fritz,48,0,81,0,50,71,0,0,56,98
5448,Gerhard,0,0,0,0,0,51,44,0,19,0
5449,Isom,0,12,0,0,61,95,79,31,0,0
5450,Issac,0,70,63,40,0,0,0,17,83,0
5451,Jean,99,0,46,20,0,17,0,3,28,0
5452,Jordan,0,0,0,52,0,71,0,0,0,69
5453,Josiah,0,35,0,0,91,0,86,32,19,0
5454,Noble,0,80,84,1,0,0,0,79,80,31
5455,Orval,0,96,15,0,0,9,0,0,26,35
5456,Rex,19,81,0,89,0,0,0,0,19,20
5457,Shirley,0,0,1,34,65,44,99,0,46,0
5458,Tomas,42,45,0,0,25,0,83,88,0,0
5459,Truman,0,0,80,22,21,0,0,36,0,53
5460,Waldo,5,9,65,0,7,55,75,0,84,95
5461,Warner,0,0,0,46,0,0,49,90,79,21
5462,Adelbert,15,0,25,0,0,65,6,0,26,0
5463,Albin,0,65,42,89,46,90,34,0,0,0
5464,Axel,0,0,30,0,27,67,0,87,86,0
5465,Caleb,0,43,0,0,94,0,40,0,0,2
5466,Ellsworth,0,79,58,0,0,0,77,78,67,39
5467,Eric,0,82,98,45,53,0,0,34,37,24
5468,Jason,0,67,0,0,0,84,49,0,0,0
5469,Jonah,3,42,0,38,0,0,70,98,0,8
5470,Judge,0,0,46,29,44,47,95,93,14,44
5471,Leander,0,42,7,9,0,100,0,50,28,0
5472,Lenard,0,86,25,0,0,0,0,0,24,9
5473,Lige,18,0,99,0,0,86,0,33,52,0
5474,Orlando,0,10,38,31,0,92,92,4,0,52
5475,Pablo,20,0,42,0,19,22,0,0,13,7
5476,Reginald,0,18,73,0,0,44,27,57,0,90
5477,Tim,0,79,0,2,0,0,0,0,7,0
5478,Valentine,0,0,98,0,0,0,8,73,0,0
5479,Wilmer,0,0,0,0,68,0,0,0,65,0
5480,Aloysius,0,87,0,0,0,87,0,0,0,0
5481,Bartholomew,0,0,0,58,67,0,0,0,0,0
5482,Benjaman,1,73,74,0,0,21,33,90,67,0
5483,Billie,0,43,0,54,86,28,0,0,93,0
5484,Cicero,51,0,0,87,0,23,97,0,0,0
5485,Early,0,0,100,63,31,25,94,0,21,0
5486,Elza,46,20,0,10,0,43,0,0,0,65
5487,Erastus,0,0,42,0,33,0,0,0,38,51
5488,Giles,0,79,17,3,0,0,0,0,62,5
5489,Gust,85,76,0,62,0,16,11,79,0,0
5490,Hal,73,0,51,98,0,81,41,0,28,0
5491,Hardy,62,75,0,91,0,32,80,0,0,75
5492,Kelly,3,0,46,0,84,40,71,0,0,0
5493,Mason,49,0,0,0,0,36,0,99,35,0
5494,Nat,0,19,4,0,0,19,0,0,0,0
5495,Omar,0,0,38,0,0,11,0,0,0,0
5496,Pierce,0,5,0,0,30,100,0,80,62,42
5497,Verne,0,50,68,8,0,0,0,0,0,62
5498,Angus,50,0,0,0,65,0,77,0,0,0
5499,Antone,3,41,51,15,0,0,0,32,99,48
5500,Basil,0,0,75,61,48,10,14,70,95,0
5501,Bennett,0,0,0,0,0,73,40,83,50,0
5502,Buster,0,49,87,29,0,0,0,0,10,0
5503,Clair,0,59,0,0,66,0,90,0,0,0
5504,Cliff,0,0,0,0,0,0,0,0,0,24
5505,Dell,0,0,0,57,0,0,0,46,0,0
5506,Dolphus,59,42,0,64,0,60,42,0,38,65
5507,Duncan,0,0,28,0,0,90,90,27,0,6
5508,Elmo,37,0,0,0,2,0,86,0,0,59
5509,Emma,0,77,0,72,0,81,27,0,0,63
5510,Harris,76,20,0,74,0,0,47,71,67,75
5511,Jesus,0,0,0,31,29,9,81,0,0,0
5512,Kirby,0,77,0,0,72,0,39,92,0,71
5513,Lamar,88,86,67,61,0,0,71,76,0,0
5514,Len,81,0,0,0,0,93,0,43,100,90
5515,Lucien,12,51,52,0,0,0,0,96,0,42
5516,Malcolm,0,66,0,54,48,94,10,0,2,54
5517,Oren,0,58,64,73,0,0,9,0,5,0
5518,Phil,0,85,19,96,33,72,0,0,0,0
5519,Thaddeus,38,4,22,0,19,28,0,80,0,0
5520,Webster,93,78,8,56,0,99,97,0,91,0
5521,Ashley,47,75,43,56,72,0,0,13,96,71
5522,Bertha,0,0,8,2,0,0,0,0,0,49
5523,Beverly,0,55,0,64,0,0,0,75,0,0
5524,Carey,30,89,0,67,0,0,0,73,0,0
5525,Elliott,0,0,0,0,0,0,0,0,0,86
5526,Ethel,7,0,87,76,75,42,65,0,4,0
5527,Everette,48,39,0,0,0,0,53,48,70,0
5528,Evert,0,91,58,0,0,5,86,0,0,0
5529,Gideon,0,83,7,81,0,97,45,16,0,0
5530,Hayes,0,0,0,0,0,67,86,0,92,0
5531,Henderson,0,97,0,0,16,0,1,83,0,0
5532,Henery,84,0,44,52,0,0,18,0,0,0
5533,Houston,0,0,36,48,0,45,11,0,0,43
5534,Johnson,38,0,0,0,0,20,0,89,49,0
5535,Jones,0,30,51,57,57,0,20,0,9,20
5536,Jules,0,74,0,0,0,39,0,29,0,59
5537,Lou,30,0,0,24,53,100,0,48,70,0
5538,Lyle,0,0,0,0,87,0,97,0,0,37
5539,Mat,6,29,0,0,96,67,0,0,0,0
5540,Mathias,0,77,27,0,0,31,26,100,0,0
5541,Pleasant,0,79,82,9,90,12,0,18,63,0
5542,Rodney,60,0,0,83,66,0,0,0,0,98
5543,Stuart,0,31,0,0,15,67,80,0,0,0
5544,Turner,49,61,37,86,0,0,0,79,0,19
5545,Wilburn,0,34,0,93,17,99,0,0,0,60
5546,Wylie,0,0,65,0,91,48,0,0,62,69
5547,Adrian,0,0,0,0,0,29,27,43,0,63
5548,Alpha,57,98,88,70,0,0,0,0,27,47
5549,Augustine,0,0,0,76,69,0,0,0,59,92
5550,Avery,49,89,11,0,88,32,56,98,59,0
5551,Benedict,58,0,0,0,86,0,77,0,0,0
5552,Bishop,0,61,68,100,18,78,83,88,57,0
5553,Brown,0,0,0,0,0,0,0,51,0,0
5554,Butler,71,0,71,0,41,95,76,1,0,51
5555,Cyril,0,66,0,22,85,6,0,100,0,0
5556,Doc,0,0,86,0,0,0,90,31,0,0
5557,Elvin,0,4,56,3,39,68,0,27,52,33
5558,Florence,0,3,98,0,24,50,28,0,36,37
5559,Frances,53,63,0,0,0,0,65,43,0,47
5560,Garland,3,39,0,98,43,13,0,0,0,80
5561,Heber,0,100,89,41,0,0,0,0,0,55
5562,Helmer,30,66,59,0,0,53,0,0,0,0
5563,Irwin,0,0,0,10,0,25,89,69,0,0
5564,Lacy,0,3,0,81,11,0,16,6,0,61
5565,Lawson,0,10,30,0,0,8,0,0,0,0
5566,Lonzo,67,0,82,0,80,0,0,0,18,89
5567,Merton,0,96,0,44,46,0,50,0,0,32
5568,Mervin,100,0,34,41,0,72,0,33,0,87
5569,Mont,0,30,0,49,0,0,66,0,31,94
5570,Norris,0,33,0,100,62,37,0,0,0,15
5571,Perley,28,0,0,28,0,96,0,31,25,43
5572,Ransom,68,0,66,0,7,21,22,0,85,30
5573,Santiago,0,79,9,60,57,0,0,19,0,54
5574,Tommie,0,53,0,20,0,99,0,63,15,0
5575,Tracy,0,0,26,0,21,46,75,0,6,0
5576,Vance,82,0,41,0,76,0,0,0,0,0
5577,Alan,23,55,0,27,3,10,0,0,0,0
5578,Alford,0,0,0,16,13,49,0,25,42,91
5579,Aron,16,0,65,56,0,0,59,0,0,0
5580,Artie,0,31,0,0,0,49,79,36,0,0
5581,Aubrey,0,0,0,55,27,57,41,0,0,99
5582,Bertie,0,14,64,100,57,46,45,76,0,0
5583,Brooks,0,0,0,0,12,0,78,93,0,5
5584,Colonel,0,0,11,25,12,4,0,30,0,81
5585,Dean,0,0,0,47,0,93,4,0,6,0
5586,Emmitt,6,68,0,0,70,0,50,0,0,0
5587,Ephraim,46,0,4,0,0,0,91,81,53,0
5588,Freddie,0,0,0,0,0,33,0,0,0,31
5589,Gabriel,97,73,40,0,0,62,97,0,38,0
5590,Junius,78,45,71,0,0,54,0,63,81,28
5591,Lincoln,0,89,0,99,0,0,83,71,72,0
5592,Lucious,0,0,74,0,67,61,0,0,0,0
5593,Luis,28,0,0,0,0,0,25,76,0,0
5594,Marcellus,67,25,52,0,78,9,26,0,0,0
5595,Margaret,0,0,0,85,3,0,0,0,0,38
5596,Micheal,0,0,45,0,0,0,0,1,0,45
5597,Mortimer,19,27,0,53,57,0,54,0,0,0
5598,Price,45,78,0,19,18,23,73,0,58,0
5599,Rolla,89,57,0,92,0,0,57,0,0,41
5600,Rowland,0,0,30,0,29,0,96,0,0,0
5601,Rupert,42,72,52,75,0,0,0,67,0,74
5602,Saul,0,2,0,74,76,0,95,0,0,0
5603,Travis,1,56,78,21,0,0,0,0,8,0
5604,Wellington,0,0,85,0,0,4,0,88,0,91
5605,Williams,4,0,38,67,16,0,0,0,0,3
5606,Allison,0,9,4,72,85,0,70,0,23,0
5607,Alma,47,0,0,73,98,0,0,46,0,0
5608,Almon,22,94,38,0,0,0,0,57,0,54
5609,Ashby,0,56,0,0,7,0,0,83,0,0
5610,Bart,34,0,0,20,27,0,18,0,8,35
5611,Benton,27,0,0,79,54,0,0,0,95,0
5612,Birt,65,0,0,24,0,0,0,0,0,0
5613,Byrd,100,55,87,0,0,0,19,61,80,0
5614,Carter,42,61,3,0,0,0,49,0,0,0
5615,Ewing,7,0,60,37,0,0,10,45,0,0
5616,Ezekiel,32,10,48,13,0,0,0,0,0,0
5617,Godfrey,0,90,0,0,76,0,46,0,40,0
5618,Harlan,1,0,35,0,12,95,0,0,69,0
5619,Haywood,0,0,0,0,0,15,0,0,0,28
5620,Herschel,0,0,0,0,0,40,0,0,0,0
5621,Hunter,41,62,0,0,0,41,0,27,69,0
5622,Isadore,69,10,0,81,48,17,27,0,0,27
5623,Lafe,0,76,0,26,37,50,38,0,6,0
5624,Larkin,77,43,72,0,0,81,13,26,63,0
5625,Melville,0,0,0,0,0,0,37,45,85,30
5626,Merrill,0,5,52,19,38,19,45,0,3,80
5627,Miguel,64,0,0,0,0,0,0,7,0,0
5628,Octave,36,0,0,6,87,47,0,21,0,79
5629,Olen,0,0,37,55,0,57,0,0,0,0
5630,Orrin,53,0,0,0,73,0,36,0,69,0
5631,Quincy,0,0,20,54,0,32,71,2,59,48
5632,Seymour,32,0,16,0,74,39,0,0,0,0
5633,Shelby,0,91,56,0,60,0,0,0,18,12
5634,Simeon,0,76,0,0,62,0,0,0,0,61
5635,Ted,84,0,0,60,0,0,51,41,0,70
5636,Thad,90,0,12,0,79,20,50,68,0,0
5637,Tobe,0,0,0,53,0,62,31,83,49,0
5638,West,16,0,0,0,0,37,89,93,0,100
5639,Worley,60,0,0,15,0,24,48,0,56,11
5640,Young,0,3,0,43,7,0,0,93,80,0
5641,Alec,0,31,0,0,69,50,34,54,13,33
5642,Alice,0,9,0,0,75,35,70,50,35,21
5643,Angelo,37,0,99,0,36,27,74,50,41,78
5644,Annie,67,36,41,0,60,0,0,0,23,81
5645,Anson,0,24,83,95,0,0,45,0,18,13
5646,Arley,0,27,78,0,11,0,65,0,20,0
5647,Arlie,0,68,50,95,0,56,0,0,16,0
5648,Art,0,52,67,26,66,97,73,10,10,33
5649,Benny,20,0,0,0,70,75,56,0,0,2
5650,Bradley,52,0,99,0,69,0,66,39,0,0
5651,Budd,80,0,6,66,0,66,0,0,0,18
5652,Cap,88,69,0,86,27,0,0,0,5,64
5653,Carleton,0,80,73,0,46,96,43,57,10,0
5654,Carson,0,2,53,41,98,0,0,0,0,63
5655,Clement,4,0,80,15,37,0,0,0,0,53
5656,Dana,0,30,83,0,90,0,26,0,0,0
5657,Dayton,49,0,25,0,0,55,0,51,95,4
5658,Denis,94,0,89,0,51,0,94,69,0,0
5659,Eldon,0,0,32,0,27,14,0,54,0,38
5660,Elige,60,0,21,0,11,63,43,0,51,16
5661,Elizabeth,0,0,100,0,0,0,0,0,82,17
5662,Fernando,81,0,56,96,57,0,0,0,93,100
5663,Finis,22,0,0,0,17,0,48,54,70,79
5664,Ford,0,65,0,100,2,0,88,52,36,0
5665,Garrett,0,0,43,44,52,0,0,0,0,0
5666,Hampton,62,64,0,0,0,0,0,40,87,63
5667,Harper,50,0,52,57,0,70,51,0,24,0
5668,Harvy,0,69,77,63,20,0,42,98,0,52
5669,Hector,47,54,0,0,0,72,0,8,0,100
5670,Hezekiah,0,78,23,0,80,0,0,0,0,43
5671,Hollis,0,0,0,95,69,0,99,0,0,0
5672,Jodie,0,28,9,0,0,79,0,9,37,77
5673,Jule,0,0,63,74,15,0,0,0,55,26
5674,Justin,0,0,0,6,0,0,12,56,94,0
5675,Kirk,0,56,77,49,0,95,97,0,0,0
5676,Leopold,0,0,0,51,68,0,86,0,0,0
5677,Lowell,0,8,0,0,0,0,0,0,1,53
5678,Manley,0,0,0,26,87,0,63,69,0,4
5679,Milford,69,45,0,0,19,0,32,0,0,82
5680,Minor,0,0,0,81,0,0,0,0,0,0
5681,Nicolas,0,0,61,45,26,13,0,43,18,0
5682,Okey,81,22,56,79,0,0,0,13,62,9
5683,Pierre,85,62,0,55,16,47,0,0,0,0
5684,Pleas,0,0,13,0,0,0,34,0,78,13
5685,Reece,3,0,3,66,0,98,28,90,0,0
5686,Richmond,0,54,31,40,0,0,0,0,87,0
5687,Rome,0,0,0,0,16,100,0,0,0,0
5688,Rose,0,7,0,0,0,25,97,39,49,0
5689,Rubin,0,0,0,84,82,0,0,28,17,0
5690,Terence,0,0,0,12,37,0,32,83,0,0
5691,Terry,0,0,21,19,60,0,69,81,47,0
5692,Tillman,0,0,0,2,32,10,0,0,0,22
5693,Tolbert,0,33,0,3,0,0,0,15,0,0
5694,Toney,67,0,70,60,80,0,0,64,98,0
5695,Wendell,37,0,58,5,0,9,0,0,0,47
5696,Willam,0,0,45,30,83,0,79,0,47,29
5697,Winfred,0,0,0,76,0,0,69,0,34,8
5698,Wright,0,0,0,0,0,15,34,20,0,0
5699,Wyatt,72,0,0,85,0,100,0,64,28,36
5700,Alonza,15,78,0,79,0,81,29,11,93,52
5701,Alvie,0,26,89,17,74,0,85,0,22,0
5702,Andres,93,0,0,70,62,0,0,0,44,51
5703,Barry,75,76,0,83,44,69,0,57,88,69
5704,Barton,0,45,0,62,0,57,0,0,0,24
5705,Baxter,83,67,12,91,77,62,85,0,95,6
5706,Billy,0,55,0,96,0,64,0,37,0,68
5707,Brice,63,0,31,81,0,0,100,0,0,81
5708,Burley,44,96,0,0,0,84,58,11,0,0
5709,Burr,48,86,67,53,83,0,3,0,50,0
5710,Campbell,0,0,0,0,0,0,85,0,0,34
5711,Claire,0,63,9,0,0,0,1,71,0,0
5712,Clare,0,41,0,0,92,58,0,6,51,0
5713,Cleo,0,0,39,0,93,0,9,0,52,0
5714,Cooper,0,45,0,21,78,0,66,99,49,95
5715,Coy,0,81,0,0,0,0,71,22,0,0
5716,Crawford,0,0,33,0,26,0,0,0,0,27
5717,Dalton,0,76,3,16,0,89,26,20,0,0
5718,Danial,91,53,0,71,92,79,93,0,89,0
5719,Dorsey,17,31,49,21,0,34,0,18,3,0
5720,Earley,0,91,0,0,0,34,0,0,0,0
5721,Egbert,39,0,0,55,67,4,39,0,35,0
5722,Eldridge,50,52,62,80,87,0,0,0,71,2
5723,Elzy,84,0,30,99,45,82,0,0,0,32
5724,Fate,71,0,55,11,0,0,68,0,44,66
5725,Ferd,0,97,0,10,36,0,0,92,12,81
5726,Fielding,0,0,72,8,0,0,0,46,0,75
5727,Finley,62,81,98,48,47,0,0,21,0,55
5728,Gaston,0,65,0,0,59,80,56,0,0,5
5729,Gertrude,61,0,0,14,4,0,0,20,84,81
5730,Guadalupe,0,0,0,91,31,0,0,0,78,0
5731,Hamilton,0,0,64,15,0,70,36,0,31,87
5732,Harve,0,0,0,0,18,61,96,10,29,52
5733,Hermon,13,0,0,0,78,0,0,0,0,0
5734,Howell,50,34,0,0,0,98,20,0,0,0
5735,Ivory,0,0,0,0,2,32,0,36,0,0
5736,June,91,49,0,54,50,15,0,0,35,0
5737,Lemon,0,0,0,97,76,92,0,0,85,0
5738,Levy,0,0,10,0,0,0,0,0,0,77
5739,Llewellyn,0,0,0,0,0,0,24,0,0,79
5740,Ludwig,83,40,0,0,96,44,87,1,0,58
5741,Matthias,0,68,51,0,0,49,82,0,87,16
5742,Maxwell,0,80,24,62,1,0,0,0,17,0
5743,Miller,0,75,0,0,63,0,32,0,73,0
5744,Morton,0,81,10,0,0,0,0,94,0,0
5745,Noel,10,92,0,32,54,70,0,6,0,0
5746,Nora,65,13,3,43,35,54,18,0,0,0
5747,Norton,0,0,46,39,0,64,0,0,50,0
5748,Orange,0,41,0,65,0,0,39,0,0,40
5749,Palmer,0,75,0,60,0,0,100,97,0,0
5750,Park,91,0,28,45,0,0,0,0,14,60
5751,Reese,43,24,91,0,0,100,99,87,0,0
5752,Roderick,0,0,0,0,100,0,0,67,0,0
5753,Rolland,75,0,0,72,0,34,0,0,0,0
5754,Sampson,0,0,69,0,25,0,35,0,18,19
5755,Sanders,0,0,87,41,96,76,41,0,0,0
5756,Shelton,0,0,38,42,0,0,76,92,18,97
5757,Spurgeon,78,37,0,33,0,57,5,4,45,0
5758,Sumner,0,0,0,0,15,0,0,0,0,0
5759,Theo,0,37,26,0,0,0,45,0,14,0
5760,Thurman,45,0,0,0,0,0,85,0,16,0
5761,Verner,0,0,96,88,76,15,41,0,82,0
5762,Wayman,69,0,0,0,0,0,52,0,73,71
5763,Webb,13,21,29,59,0,0,11,41,40,6
5764,Wilton,0,0,0,69,0,43,44,72,0,0
5765,Adolf,4,46,40,0,0,0,89,0,0,29
5766,Alois,0,0,0,0,75,0,82,0,0,96
5767,Bailey,71,66,22,19,0,61,0,0,0,0
5768,Bascom,11,0,86,0,27,0,80,0,58,0
5769,Benjamine,62,0,0,22,14,0,94,78,0,93
5770,Bessie,0,46,49,3,75,69,0,4,0,84
5771,Bonnie,77,0,0,5,0,53,0,97,0,14
5772,Brady,0,37,67,0,65,72,20,83,0,57
5773,Bruno,29,0,0,39,0,0,0,66,86,0
5774,Burney,70,0,0,0,0,0,0,0,94,66
5775,Burrell,90,80,0,40,0,49,56,0,82,0
5776,Cassius,100,47,61,0,75,0,0,0,0,0
5777,Clemens,67,37,8,75,5,82,0,47,38,58
5778,Cloyd,89,43,0,8,0,0,0,14,0,13
5779,Connie,22,0,35,0,61,58,0,0,17,0
5780,Cornelious,20,0,29,0,95,30,0,63,0,0
5781,Davie,13,64,0,0,0,24,88,0,0,0
5782,Dillard,34,14,0,0,0,69,7,51,21,0
5783,Earlie,0,0,53,0,1,0,0,0,65,0
5784,Elie,0,0,0,6,16,62,94,63,0,0
5785,Ellen,0,8,9,0,0,80,43,0,28,11
5786,Enrique,24,78,100,0,98,19,0,0,0,78
5787,Ephriam,44,0,0,37,0,5,0,0,0,0
5788,Epifanio,33,0,36,36,90,57,76,96,83,0
5789,Erick,0,0,0,0,58,31,0,70,24,0
5790,Essie,0,0,88,56,36,11,0,0,53,0
5791,Eustace,31,71,18,100,81,0,40,0,0,4
5792,Fayette,0,0,1,0,0,49,8,0,0,0
5793,Garner,0,0,81,0,0,76,71,78,18,7
5794,Gary,88,6,0,0,80,0,6,0,0,58
5795,Gee,0,23,0,0,0,31,58,0,94,5
5796,Geo,49,4,10,43,0,0,0,0,0,0
5797,Glover,0,93,32,96,63,0,0,87,0,0
5798,Hallie,9,0,10,0,41,0,33,65,30,9
5799,Hamp,0,0,35,25,66,56,0,61,58,14
5800,Hosteen,49,0,83,0,0,0,65,0,76,0
5801,Hyrum,93,0,0,21,0,0,0,0,0,91
5802,Isidor,0,68,0,53,8,0,0,62,0,0
5803,Julia,31,0,0,75,34,30,20,0,0,0
5804,Junior,26,0,87,0,49,52,93,65,4,0
5805,Junious,66,82,0,0,94,65,20,0,100,31
5806,Lark,0,0,0,11,32,0,0,0,25,0
5807,Laurance,0,0,0,0,0,0,0,0,0,82
5808,Leigh,0,0,2,0,38,0,0,100,23,0
5809,Lindsey,0,64,55,78,8,0,97,17,0,0
5810,Love,0,52,73,100,60,55,63,0,80,0
5811,Lum,0,0,0,0,0,0,0,0,18,0
5812,Mabel,0,21,1,20,20,0,0,0,0,69
5813,Malachi,0,0,52,0,0,0,30,41,0,0
5814,Marshal,0,0,0,0,84,43,0,15,0,55
5815,Newell,58,0,39,32,5,0,66,0,0,4
5816,Newt,0,40,0,39,0,50,0,13,0,0
5817,Obie,0,79,0,0,87,51,68,54,0,27
5818,Odie,0,0,74,0,0,0,0,16,49,0
5819,Orley,16,0,72,0,28,0,39,0,0,0
5820,Ossie,0,0,0,0,23,0,96,33,0,0
5821,Percival,95,77,0,31,70,0,0,0,0,0
5822,Purl,0,0,0,21,30,41,19,0,0,0
5823,Roman,4,46,28,0,0,96,3,66,74,0
5824,Sarah,0,0,14,0,0,0,0,48,19,0
5825,Shade,89,0,0,63,0,0,0,0,0,75
5826,Soloman,0,0,0,0,37,6,0,15,0,0
5827,Squire,0,49,96,0,0,0,0,67,45,0
5828,Starling,0,0,0,48,0,55,72,0,0,0
5829,Tommy,80,0,0,0,41,2,58,30,42,85
5830,Unknown,79,73,0,36,41,0,0,0,15,66
5831,Vernie,0,0,44,62,0,92,23,95,100,0
5832,Watt,73,0,18,0,0,56,77,13,0,0
5833,Wilhelm,74,44,75,0,38,23,68,30,60,64
5834,Wong,0,0,1,38,0,31,0,0,51,85
5835,Woodie,0,10,30,0,0,0,0,99,81,52
5836,Ab,19,86,90,48,90,0,0,0,47,89
5837,Abel,0,54,0,0,58,23,92,0,10,41
5838,Algie,35,61,0,74,62,44,0,0,18,61
5839,Almond,51,0,0,14,43,0,0,77,0,60
5840,Alpheus,38,13,39,57,8,65,19,53,0,30
5841,Antoine,0,21,0,0,0,0,16,72,0,0
5842,Asbury,0,9,56,0,12,89,0,0,0,32
5843,Asher,86,0,36,0,0,0,0,22,75,73
5844,Authur,85,6,0,0,48,0,0,0,86,0
5845,Berton,0,38,70,0,89,12,87,0,0,0
5846,Braxton,0,97,0,23,0,45,0,0,0,37
5847,Burnett,76,0,0,4,17,67,0,84,0,12
5848,Chancy,0,56,91,0,0,22,81,0,0,0
5849,Chesley,0,33,71,0,51,31,0,0,0,8
5850,Clara,0,0,71,39,0,1,0,0,32,0
5851,Cleave,0,96,56,100,66,0,0,4,0,0
5852,Clell,24,52,0,63,95,23,53,0,0,87
5853,Colin,72,80,0,0,0,5,0,0,0,0
5854,Colon,19,0,50,0,28,0,70,20,0,0
5855,Constantine,0,85,0,14,0,56,0,0,0,3
5856,Curt,6,0,41,40,54,0,0,15,67,0
5857,Delmar,3,0,9,76,0,63,30,68,51,0
5858,Dempsey,53,0,0,22,0,86,71,0,0,0
5859,Dennie,0,34,0,98,20,70,2,0,61,0
5860,Dominic,3,0,0,0,0,0,0,82,0,12
5861,Dominick,54,0,73,0,16,42,0,86,13,0
5862,Eben,0,0,55,69,97,0,0,0,91,99
5863,Eber,53,64,71,0,0,28,31,92,23,2
5864,Eliga,0,34,0,29,0,0,31,0,0,0
5865,Ella,0,0,0,76,0,0,0,0,0,0
5866,Ellie,92,49,71,0,31,0,91,0,11,0
5867,Emiliano,58,94,87,91,0,0,0,0,74,58
5868,Ernie,100,0,60,0,27,0,1,58,30,80
5869,Fleet,3,0,83,0,10,0,0,0,87,0
5870,Fleming,0,0,0,0,35,0,68,4,0,40
5871,Franklyn,0,64,0,28,0,0,100,9,68,0
5872,Garnett,0,0,14,0,39,0,0,98,0,0
5873,Hayden,84,0,0,0,0,89,0,24,0,0
5874,Helen,81,0,26,0,3,0,19,0,44,79
5875,Hervey,56,0,47,30,0,0,94,0,42,87
5876,Hobart,8,0,87,0,0,70,0,36,0,0
5877,Holly,21,53,0,60,0,32,0,0,66,87
5878,Hoyt,79,0,74,0,7,56,47,0,35,80
5879,Ida,38,0,24,0,5,0,64,89,53,0
5880,Ivey,64,0,66,3,29,0,32,0,70,0
5881,Josephine,93,0,0,0,66,0,88,76,0,0
5882,Josephus,59,0,0,35,11,0,0,0,87,0
5883,Justus,0,0,69,24,90,0,82,0,59,0
5884,Lambert,0,0,0,0,82,0,2,21,94,0
5885,Laverne,24,41,0,6,0,0,0,0,0,0
5886,Lillard,6,62,81,29,64,0,75,67,0,48
5887,Lillie,0,46,14,29,16,88,53,0,0,3
5888,Lim,0,0,0,0,0,35,0,86,0,9
5889,Lindsay,0,86,7,0,0,0,0,94,46,86
5890,Linton,0,61,0,54,67,0,0,0,68,91
5891,Lonie,2,98,0,48,55,0,55,82,78,76
5892,Lucas,49,36,70,30,75,53,47,0,0,0
5893,Mahlon,63,0,87,0,0,0,39,37,0,40
5894,Mannie,5,93,0,21,0,36,61,0,7,0
5895,Mart,97,0,28,59,35,23,0,0,51,0
5896,Math,70,85,0,56,91,74,51,0,0,0
5897,Maude,0,0,0,40,0,29,12,0,0,0
5898,Merlin,87,53,0,52,36,71,0,49,0,0
5899,Milan,0,0,68,85,0,89,0,11,63,0
5900,Mills,16,48,0,28,0,56,0,69,0,99
5901,Minnie,0,84,0,0,39,0,50,44,84,0
5902,Nellie,0,0,52,19,0,13,0,0,0,0
5903,Newman,51,57,0,0,85,21,37,69,0,0
5904,Nim,30,0,0,91,0,16,0,0,63,72
5905,Norbert,27,0,0,96,0,0,12,0,0,0
5906,North,0,0,0,0,0,7,38,15,0,0
5907,Orla,0,10,64,74,77,0,84,45,94,0
5908,Orland,98,53,0,62,100,22,98,16,100,97
5909,Orlo,0,80,42,0,32,89,0,29,0,15
5910,Orson,0,0,0,0,0,0,16,19,87,0
5911,Orvis,0,77,33,91,0,55,0,0,0,56
5912,Osborne,0,0,0,0,0,18,21,0,86,0
5913,Ottis,0,22,76,0,97,0,0,39,0,0
5914,Paris,6,0,83,38,13,0,0,0,40,67
5915,Parker,0,0,0,45,0,0,0,39,26,0
5916,Ples,0,0,55,0,0,19,40,64,0,0
5917,Rafael,0,71,0,0,0,58,16,0,0,34
5918,Reason,46,0,51,0,21,0,87,0,0,65
5919,Reed,93,30,48,83,28,0,18,44,0,78
5920,Rob,91,0,0,48,86,0,46,0,0,7
5921,Roe,46,0,0,77,0,0,2,30,0,71
5922,Rogers,0,47,47,0,0,0,35,67,80,36
5923,Rube,50,86,76,0,0,0,0,0,0,68
5924,Shannon,4,46,42,0,92,100,22,7,27,0
5925,Stacy,0,0,0,56,0,0,0,0,3,71
5926,Stonewall,0,0,0,0,0,0,0,0,0,82
5927,Sylvanus,53,0,54,0,14,84,0,28,7,0
5928,Theophile,0,0,0,0,0,0,0,0,0,0
5929,Thos,0,0,0,0,10,0,5,29,40,41
5930,Virge,24,0,87,0,0,73,0,0,0,0
5931,Vivian,0,28,12,84,90,59,48,67,0,0
5932,Watson,44,42,0,0,47,0,27,0,0,79
5933,Wheeler,0,96,23,0,93,0,0,19,0,84
5934,Zenas,0,0,0,0,31,0,0,1,0,18
5935,Zollie,92,68,90,17,0,0,83,0,41,6
5936,Ada,0,96,78,48,0,60,0,0,58,99
5937,Albion,15,15,0,64,11,0,10,83,93,0
5938,Alcide,56,0,88,0,32,71,0,0,82,0
5939,Alden,97,0,72,67,0,0,0,14,0,22
5940,Alejandro,0,0,63,0,46,0,8,90,62,0
5941,Alf,0,70,93,0,95,10,0,0,29,0
5942,Ammon,45,18,66,80,42,18,8,0,0,52
5943,Ancel,19,62,65,54,9,0,54,0,67,12
5944,Archer,0,0,26,51,70,0,59,0,0,0
5945,Armand,0,0,46,22,57,8,8,0,38,84
5946,Atha,0,56,0,0,0,0,0,80,0,15
5947,Audie,0,0,33,70,0,0,0,12,0,78
5948,Ballard,0,0,0,69,65,0,65,0,8,0
5949,Bee,77,72,8,99,0,66,32,0,0,0
5950,Bernie,91,82,0,0,0,0,0,96,15,29
