id,name,sex
,Major,boy
,Burton,boy
,Matt,boy
,Anderson,boy
,Arch,boy
,Chas,boy
,Conrad,boy
,Emory,boy
,Gordon,boy
,Hugo,boy
,Luke,boy
,Marcus,boy
,Wilbert,boy
,Jeremiah,boy
,Mathew,boy
,Ambrose,boy
,Jerome,boy
,Nick,boy
,Roland,boy
,Burt,boy
,Cleveland,boy
,Ole,boy
,Emanuel,boy
,Jackson,boy
,Douglas,boy
,Earle,boy
,Green,boy
,Karl,boy
,Lynn,boy
,Foster,boy
,Grant,boy
,Jefferson,boy
,Mary,boy
,Tony,boy
,Carroll,boy
,Clem,boy
,Clement,boy
,Van,boy
,Antonio,boy
,Chauncey,boy
,Ellsworth,boy
,Ferdinand,boy
,Isaiah,boy
,Mitchell,boy
,Ned,boy
,Ruben,boy
,Benjiman,boy
,Ivan,boy
,Neal,boy
,Alton,boy
,Archibald,boy
,Ezra,boy
,Forest,boy
,Hans,boy
,Irwin,boy
,Laurence,boy
,Spencer,boy
,Zack,boy
,Abner,boy
,Fletcher,boy
,Glen,boy
,Josh,boy
,Taylor,boy
,Ward,boy
,Clifton,boy
,Elliott,boy
,Erwin,boy
,Jimmie,boy
,Kenneth,boy
,Lyman,boy
,Seth,boy
,Clay,boy
,Emmet,boy
,Forrest,boy
,General,boy
,Lucius,boy
,Wayne,boy
,Allie,boy
,Berry,boy
,Dick,boy
,Dudley,boy
,Elwood,boy
,Francisco,boy
,Isiah,boy
,Judge,boy
,Lem,boy
,Roger,boy
,Emile,boy
,Hamilton,boy
,Malcolm,boy
,Merle,boy
,Merton,boy
,Neil,boy
,Omer,boy
,Phil,boy
,Porter,boy
,Sandy,boy
,Sim,boy
,Vern,boy
,Carlos,boy
,Dee,boy
,Guss,boy
,Jonas,boy
,Judson,boy
,King,boy
,Loren,boy
,Madison,boy
,Myron,boy
,Napoleon,boy
,Otho,boy
,Sanford,boy
,Al,boy
,Bennie,boy
,Boyd,boy
,Dewitt,boy
,Harve,boy
,Leland,boy
,Lige,boy
,Lucian,boy
,Royal,boy
,Truman,boy
,Abram,boy
,Addison,boy
,Aubrey,boy
,Emerson,boy
,Frederic,boy
,Freeman,boy
,Hal,boy
,Junius,boy
,Logan,boy
,Lorenzo,boy
,Merrill,boy
,Milo,boy
,Murray,boy
,Pat,boy
,Ramon,boy
,Sterling,boy
,Walker,boy
,Wash,boy
,Washington,boy
,Webster,boy
,Wilford,boy
,Adolphus,boy
,Allan,boy
,Carey,boy
,Carlton,boy
,Dallas,boy
,Enos,boy
,Jean,boy
,Morgan,boy
,Nels,boy
,Rolla,boy
,Alvah,boy
,Benton,boy
,Bertram,boy
,Doc,boy
,Duncan,boy
,Elza,boy
,Evan,boy
,Evert,boy
,Haywood,boy
,Isom,boy
,Israel,boy
,Jonathan,boy
,Jules,boy
,Lawson,boy
,Leander,boy
,Mathias,boy
,Olin,boy
,Orin,boy
,Pedro,boy
,Prince,boy
,Stewart,boy
,Warner,boy
,Angus,boy
,Arther,boy
,Christ,boy
,Clint,boy
,Frances,boy
,Giles,boy
,Harmon,boy
,Henery,boy
,Jordan,boy
,Olaf,boy
,Pink,boy
,Raleigh,boy
,Rolland,boy
,Wilber,boy
,Anna,boy
,Caleb,boy
,Casper,boy
,Clarance,boy
,Elmo,boy
,Ernst,boy
,Houston,boy
,Randolph,boy
,Sol,boy
,Tim,boy
,Valentine,boy
,Wm,boy
,Alf,boy
,Benjamine,boy
,Clair,boy
,Dorsey,boy
,Early,boy
,Elvin,boy
,Fay,boy
,Granville,boy
,Harris,boy
,Henderson,boy
,Hezekiah,boy
,Johnie,boy
,Lonzo,boy
,Mont,boy
,Newt,boy
,Noble,boy
,Rex,boy
,Rollin,boy
,Wilmer,boy
,Adelbert,boy
,Adrian,boy
,Alphonse,boy
,Arlie,boy
,Avery,boy
,Cal,boy
,Ephraim,boy
,Everette,boy
,Ezekiel,boy
,Hardy,boy
,Johnny,boy
,Josiah,boy
,Lum,boy
,Minnie,boy
,Theo,boy
,Ulysses,boy
,Walton,boy
,Watson,boy
,Alford,boy
,Aloysius,boy
,Blaine,boy
,Elie,boy
,Elizabeth,boy
,Garrett,boy
,Gerald,boy
,Issac,boy
,Jarvis,boy
,Jason,boy
,Loyd,boy
,Mahlon,boy
,Margaret,boy
,Micheal,boy
,Nat,boy
,Omar,boy
,Otha,boy
,Pierre,boy
,Richmond,boy
,Rollie,boy
,Shirley,boy
,Simeon,boy
,Smith,boy
,Steven,boy
,Ted,boy
,Thornton,boy
,Tomas,boy
,Troy,boy
,Williams,boy
,Zeb,boy
,Abel,boy
,Alden,boy
,Allison,boy
,Axel,boy
,Brown,boy
,Clare,boy
,Cleve,boy
,Coleman,boy
,Dean,boy
,Elzie,boy
,Ernie,boy
,Fritz,boy
,Gust,boy
,Hollis,boy
,Jesus,boy
,Johnson,boy
,Kelly,boy
,Larry,boy
,Lincoln,boy
,Lindsey,boy
,Mason,boy
,Miguel,boy
,Orson,boy
,Randall,boy
,Reginald,boy
,Rush,boy
,Squire,boy
,Sumner,boy
,Wheeler,boy
,Young,boy
,Alpha,boy
,Author,boy
,Bart,boy
,Benjaman,boy
,Burl,boy
,Carter,boy
,Chin,boy
,Cicero,boy
,Dale,boy
,Davis,boy
,Dell,boy
,Drew,boy
,Dwight,boy
,Eric,boy
,Florence,boy
,Garland,boy
,Hayes,boy
,Hilliard,boy
,Hosea,boy
,Lafayette,boy
,Lew,boy
,Lou,boy
,Lucien,boy
,Melville,boy
,Milford,boy
,Norris,boy
,Oran,boy
,Orange,boy
,Orlando,boy
,Orrin,boy
,Rodney,boy
,Stuart,boy
,Sydney,boy
,Thaddeus,boy
,Theron,boy
,Tommy,boy
,Turner,boy
,West,boy
,Wilburn,boy
,Winfred,boy
,Alma,boy
,Almon,boy
,Bertie,boy
,Berton,boy
,Beverly,boy
,Bishop,boy
,Buford,boy
,Cary,boy
,Cassius,boy
,Cliff,boy
,Colonel,boy
,Crawford,boy
,Dillard,boy
,Elmore,boy
,Gabriel,boy
,Gene,boy
,Godfrey,boy
,Harper,boy
,Hector,boy
,Hollie,boy
,Howell,boy
,Jonah,boy
,Len,boy
,Linwood,boy
,Lucious,boy
,Maxwell,boy
,Maynard,boy
,Minor,boy
,Mortimer,boy
,Newell,boy
,Ocie,boy
,Olen,boy
,Oren,boy
,Oswald,boy
,Pablo,boy
,Price,boy
,Reece,boy
,Roman,boy
,Rube,boy
,Seymour,boy
,Sid,boy
,Soloman,boy
,Terry,boy
,Tobe,boy
,Tommie,boy
,Wright,boy
,Wylie,boy
,Alfonso,boy
,Alonza,boy
,Andres,boy
,Anson,boy
,Antone,boy
,Ashley,boy
,Augustine,boy
,Bennett,boy
,Birt,boy
,Clara,boy
,Cloyd,boy
,Collins,boy
,Dempsey,boy
,Dolphus,boy
,Dora,boy
,Ephriam,boy
,Fate,boy
,Fleming,boy
,Hampton,boy
,Herschel,boy
,Hyrum,boy
,Isadore,boy
,Isham,boy
,Marshal,boy
,Martha,boy
,Merritt,boy
,Pinkney,boy
,Ransom,boy
,Rupert,boy
,Travis,boy
,Vance,boy
,Willam,boy
,Wong,boy
,Alois,boy
,Alvie,boy
,Annie,boy
,Antoine,boy
,Armand,boy
,Aron,boy
,Auther,boy
,Bailey,boy
,Barton,boy
,Basil,boy
,Bradley,boy
,Brady,boy
,Burley,boy
,Cornelious,boy
,Dow,boy
,Edson,boy
,Egbert,boy
,Ferd,boy
,Festus,boy
,Ford,boy
,Gustaf,boy
,Hamp,boy
,Hosteen,boy
,Jewell,boy
,Kirby,boy
,Llewellyn,boy
,Lowell,boy
,Luis,boy
,Melton,boy
,Odell,boy
,Orley,boy
,Orval,boy
,Parker,boy
,Perley,boy
,Reese,boy
,Reinhold,boy
,Rene,boy
,Rosco,boy
,Sanders,boy
,Shelby,boy
,Shelton,boy
,Willian,boy
,Wilton,boy
,Addie,boy
,Albin,boy
,Alpheus,boy
,Art,boy
,Artie,boy
,Ballard,boy
,Bartholomew,boy
,Bascom,boy
,Bee,boy
,Bernice,boy
,Bernie,boy
,Boss,boy
,Burr,boy
,Buster,boy
,Butler,boy
,Byrd,boy
,Chauncy,boy
,Connie,boy
,Creed,boy
,Cyril,boy
,Delmer,boy
,Denis,boy
,Doctor,boy
,Dominick,boy
,Eben,boy
,Effie,boy
,Eldred,boy
,Ellie,boy
,Ellison,boy
,Elton,boy
,Emma,boy
,Emmitt,boy
,Ewell,boy
,Finley,boy
,French,boy
,Furman,boy
,Gaston,boy
,Geo,boy
,Gerhard,boy
,Graham,boy
,Hallie,boy
,Harman,boy
,Hershel,boy
,Ivory,boy
,Ivy,boy
,Jimmy,boy
,Lacy,boy
,Lars,boy
,Lenard,boy
,Levy,boy
,Lionel,boy
,Louise,boy
,Lyle,boy
,Mat,boy
,Mervin,boy
,Milas,boy
,Miller,boy
,Miner,boy
,Montgomery,boy
,Murphy,boy
,Odie,boy
,Orrie,boy
,Ottis,boy
,Paris,boy
,Pleas,boy
,Pleasant,boy
,Rafael,boy
,Reed,boy
,Rogers,boy
,Santiago,boy
,Sarah,boy
,Thad,boy
,Theadore,boy
,Unknown,boy
,Urban,boy
,Vivian,boy
,Wendell,boy
,Wess,boy
,Woody,boy
,Ace,boy
,Adolf,boy
,Algie,boy
,Alice,boy
,Alphonso,boy
,Alvis,boy
,Ammon,boy
,Arlington,boy
,Asbury,boy
,Ashton,boy
,Authur,boy
,Baxter,boy
,Bertha,boy
,Bryan,boy
,Budd,boy
,Cameron,boy
,Coley,boy
,Cullen,boy
,Curt,boy
,Dana,boy
,Delos,boy
,Dennie,boy
,Dexter,boy
,Douglass,boy
,Edna,boy
,Elam,boy
,Eldridge,boy
,Elsworth,boy
,Ennis,boy
,Enrique,boy
,Felipe,boy
,Fernando,boy
,Finis,boy
,Freddie,boy
,Gabe,boy
,Harland,boy
,Hartwell,boy
,Heber,boy
,Hilary,boy
,Hilton,boy
,Hoyt,boy
,Humphrey,boy
,Hunter,boy
,Irvine,boy
,Isidor,boy
,Isreal,boy
,Jeptha,boy
,June,boy
,Landon,boy
,Larkin,boy
,Lennie,boy
,Lillian,boy
,Ludwig,boy
,Mabel,boy
,Malcom,boy
,Manning,boy
,Maude,boy
,May,boy
,Mell,boy
,Meyer,boy
,Morton,boy
,Obie,boy
,Olie,boy
,Olof,boy
,Orie,boy
,Orlo,boy
,Quincy,boy
,Rice,boy
,Robt,boy
,Ronald,boy
,Sampson,boy
,Samual,boy
,Simpson,boy
,Spurgeon,boy
,Sylvanus,boy
,Tandy,boy
,Thos,boy
,Thurlow,boy
,Thurman,boy
,Tobias,boy
,Toy,boy
,Tracy,boy
,Verne,boy
,Vicente,boy
,Waldo,boy
,Weldon,boy
,Whit,boy
,Wilhelm,boy
,Winston,boy
,Woodie,boy
,Wyatt,boy
,Zeke,boy
,Zeno,boy
,Albertus,boy
,Alcide,boy
,Alec,boy
,Alphonsus,boy
,Alvan,boy
,Amado,boy
,Ananias,boy
,Ancel,boy
,Arvid,boy
,Atlas,boy
,Banks,boy
,Barry,boy
,Belton,boy
,Benedict,boy
,Bernhard,boy
,Bertrand,boy
,Blair,boy
,Blake,boy
,Blanchard,boy
,Bluford,boy
,Bose,boy
,Bryant,boy
,Buck,boy
,Captain,boy
,Carleton,boy
,Ceasar,boy
,Chalmers,boy
,Chance,boy
,Chancey,boy
,Chancy,boy
,Charle,boy
,Clide,boy
,Colin,boy
,Commodore,boy
,Coy,boy
,Crockett,boy
,Daisy,boy
,Danial,boy
,Delmar,boy
,Dink,boy
,Dolph,boy
,Duke,boy
,Elder,boy
,Elige,boy
,Elihu,boy
,Ella,boy
,Elva,boy
,Elwin,boy
,Emett,boy
,Emilio,boy
,Emmit,boy
,Erick,boy
,Essex,boy
,Estill,boy
,Ewin,boy
,Fayette,boy
,Fenton,boy
,Gale,boy
,Garret,boy
,Gay,boy
,Gideon,boy
,Golden,boy
,Gottlieb,boy
,Gregorio,boy
,Grove,boy
,Hanson,boy
,Harlan,boy
,Harlie,boy
,Harlow,boy
,Haskell,boy
,Helen,boy
,Hermann,boy
,Horatio,boy
,Hyman,boy
,Ida,boy
,Ingram,boy
,Iva,boy
,Jep,boy
,Jodie,boy
,Josephus,boy
,Joy,boy
,Judd,boy
,Julious,boy
,Junious,boy
,Lambert,boy
,Lemon,boy
,Lesley,boy
,Lessie,boy
,Lillie,boy
,Linton,boy
,Linzy,boy
,Little,boy
,Loney,boy
,Lonie,boy
,Loring,boy
,Lovie,boy
,Lucas,boy
,Lute,boy
,Mac,boy
,Mace,boy
,Mal,boy
,Manford,boy
,Manley,boy
,Mannie,boy
,Marcellus,boy
,Matthias,boy
,Maud,boy
,Meredith,boy
,Michel,boy
,John,boy
,William,boy
,James,boy
,George,boy
,Charles,boy
,Frank,boy
,Joseph,boy
,Thomas,boy
,Henry,boy
,Robert,boy
,Edward,boy
,Harry,boy
,Walter,boy
,Arthur,boy
,Fred,boy
,Albert,boy
,Samuel,boy
,Clarence,boy
,Louis,boy
,Grover,boy
,David,boy
,Joe,boy
,Richard,boy
,Charlie,boy
,Ernest,boy
,Roy,boy
,Jesse,boy
,Will,boy
,Andrew,boy
,Oscar,boy
,Willie,boy
,Daniel,boy
,Sam,boy
,Peter,boy
,Elmer,boy
,Carl,boy
,Alfred,boy
,Benjamin,boy
,Lewis,boy
,Earl,boy
,Ralph,boy
,Frederick,boy
,Lee,boy
,Howard,boy
,Paul,boy
,Herbert,boy
,Tom,boy
,Herman,boy
,Martin,boy
,Jacob,boy
,Michael,boy
,Ben,boy
,Harvey,boy
,Claude,boy
,Jim,boy
,Clyde,boy
,Francis,boy
,Chester,boy
,Eugene,boy
,Ed,boy
,Edwin,boy
,Raymond,boy
,Charley,boy
,Edgar,boy
,Otto,boy
,Ira,boy
,Bert,boy
,Jack,boy
,Luther,boy
,Floyd,boy
,Lawrence,boy
,Guy,boy
,Hugh,boy
,Oliver,boy
,Isaac,boy
,Alexander,boy
,Ray,boy
,Patrick,boy
,Homer,boy
,August,boy
,Theodore,boy
,Archie,boy
,Leonard,boy
,Leo,boy
,Harold,boy
,Marion,boy
,Allen,boy
,Anthony,boy
,Eddie,boy
,Jessie,boy
,Emil,boy
,Cleveland,boy
,Stephen,boy
,Warren,boy
,Julius,boy
,Philip,boy
,Dave,boy
,Horace,boy
,Leroy,boy
,Dan,boy
,Willis,boy
,Clifford,boy
,Leon,boy
,Milton,boy
,Alex,boy
,Alvin,boy
,Sidney,boy
,Bernard,boy
,Calvin,boy
,Amos,boy
,Perry,boy
,Everett,boy
,Norman,boy
,Percy,boy
,Leslie,boy
,Jess,boy
,Victor,boy
,Lester,boy
,Lloyd,boy
,Jerry,boy
,Wesley,boy
,Mack,boy
,Gus,boy
,Matthew,boy
,Rufus,boy
,Maurice,boy
,Dennis,boy
,Alonzo,boy
,Jose,boy
,Jay,boy
,Ross,boy
,Earnest,boy
,Adolph,boy
,Otis,boy
,Russell,boy
,Stanley,boy
,Felix,boy
,Wallace,boy
,Clinton,boy
,Gilbert,boy
,Nathan,boy
,Aaron,boy
,Hiram,boy
,Mark,boy
,Melvin,boy
,Noah,boy
,Franklin,boy
,Jake,boy
,Roscoe,boy
,Levi,boy
,Owen,boy
,Elbert,boy
,Manuel,boy
,Nelson,boy
,Phillip,boy
,Willard,boy
,Cornelius,boy
,Lonnie,boy
,Marshall,boy
,Virgil,boy
,Fredrick,boy
,Irvin,boy
,Claud,boy
,Elijah,boy
,Simon,boy
,Mike,boy
,Adam,boy
,Emmett,boy
,Jasper,boy
,Silas,boy
,Bill,boy
,Reuben,boy
,Wilbur,boy
,Ollie,boy
,Pete,boy
,Irving,boy
,Max,boy
,Wiley,boy
,Morris,boy
,Wilson,boy
,Moses,boy
,Rudolph,boy
,Timothy,boy
,Ike,boy
,Jeff,boy
,Cecil,boy
,Curtis,boy
,Ellis,boy
,Harley,boy
,Marvin,boy
,Edmund,boy
,Austin,boy
,Clayton,boy
,Nicholas,boy
,Sherman,boy
,Christopher,boy
,Mose,boy
,Ora,boy
,Abraham,boy
,Eli,boy
,Sylvester,boy
,Dock,boy
,Steve,boy
,Augustus,boy
,Cleve,boy
,Anton,boy
,Harrison,boy
,Logan,boy
,Alva,boy
,Barney,boy
,Blaine,boy
,Pearl,boy
,Glenn,boy
,Hubert,boy
,Donald,boy
,Solomon,boy
,Gustave,boy
,Byron,boy
,Chris,boy
,Marcus,boy
,Joel,boy
,Juan,boy
,Millard,boy
,Monroe,boy
,Nathaniel,boy
,Scott,boy
,Andy,boy
,Clark,boy
,Ferdinand,boy
,Matt,boy
,Christian,boy
,Lon,boy
,Mathew,boy
,Orville,boy
,Bennie,boy
,Emery,boy
,Ervin,boy
,Vincent,boy
,Wade,boy
,Bob,boy
,Columbus,boy
,Edd,boy
,Vernon,boy
,Arnold,boy
,Conrad,boy
,Preston,boy
,Anderson,boy
,Elias,boy
,Julian,boy
,Nick,boy
,Don,boy
,Glen,boy
,Riley,boy
,Delbert,boy
,Johnnie,boy
,Abe,boy
,Emanuel,boy
,Louie,boy
,Arch,boy
,Asa,boy
,Edmond,boy
,Ezra,boy
,Roland,boy
,Bud,boy
,Grant,boy
,Joshua,boy
,Newton,boy
,Tony,boy
,Bruce,boy
,Clifton,boy
,Chas,boy
,Elisha,boy
,Gordon,boy
,Jefferson,boy
,Luke,boy
,Miles,boy
,Roger,boy
,Burton,boy
,Earle,boy
,Emory,boy
,Jeremiah,boy
,Van,boy
,Ward,boy
,Cyrus,boy
,Dick,boy
,Douglas,boy
,Jerome,boy
,Lyman,boy
,Ambrose,boy
,Forrest,boy
,Gustav,boy
,Major,boy
,Mary,boy
,Neal,boy
,Jonas,boy
,Antonio,boy
,Irwin,boy
,Karl,boy
,Mitchell,boy
,Wayne,boy
,Abner,boy
,Forest,boy
,Jackson,boy
,Morgan,boy
,Wilfred,boy
,Benjiman,boy
,Clay,boy
,Clem,boy
,Nels,boy
,Omer,boy
,Royal,boy
,Sanford,boy
,Spencer,boy
,Green,boy
,Lemuel,boy
,Lucius,boy
,Winfield,boy
,Allan,boy
,Enoch,boy
,Garfield,boy
,Lorenzo,boy
,Loyd,boy
,Ole,boy
,Pedro,boy
,Abram,boy
,Archibald,boy
,Berry,boy
,Burt,boy
,Kenneth,boy
,Washington,boy
,Zack,boy
,Emile,boy
,Johnie,boy
,Napoleon,boy
,Ruben,boy
,Dee,boy
,Fletcher,boy
,Granville,boy
,Isom,boy
,Ivan,boy
,Josh,boy
,Lafayette,boy
,Lynn,boy
,Allie,boy
,Dudley,boy
,Elwood,boy
,Frederic,boy
,Hans,boy
,Jimmie,boy
,Pat,boy
,Wilbert,boy
,Emmet,boy
,General,boy
,Hal,boy
,Israel,boy
,Jason,boy
,Jean,boy
,Jordan,boy
,King,boy
,Boyd,boy
,Carey,boy
,Carroll,boy
,Elza,boy
,Freeman,boy
,Isiah,boy
,Laurence,boy
,Ned,boy
,Oren,boy
,Francisco,boy
,Isaiah,boy
,Neil,boy
,Sim,boy
,Ulysses,boy
,Wilber,boy
,Arther,boy
,Clement,boy
,Elliott,boy
,Evan,boy
,Josiah,boy
,Milo,boy
,Myron,boy
,Olin,boy
,Porter,boy
,Warner,boy
,Wm,boy
,Chauncey,boy
,Dwight,boy
,Gabriel,boy
,Harmon,boy
,Herschel,boy
,Jonathan,boy
,Judge,boy
,Leander,boy
,Rollie,boy
,Seth,boy
,Stewart,boy
,Taylor,boy
,Tommie,boy
,Alphonse,boy
,Anna,boy
,Carlton,boy
,Dewitt,boy
,Fay,boy
,Foster,boy
,Gust,boy
,Harris,boy
,Lucian,boy
,Lucious,boy
,Madison,boy
,Olaf,boy
,Pink,boy
,Raleigh,boy
,Sterling,boy
,Steven,boy
,Vern,boy
,Clarance,boy
,Dallas,boy
,Enos,boy
,Gerald,boy
,Hardy,boy
,Hosea,boy
,Judson,boy
,Loren,boy
,Merle,boy
,Orin,boy
,Phil,boy
,Sid,boy
,Simeon,boy
,Sol,boy
,Walker,boy
,Wash,boy
,West,boy
,Al,boy
,Aubrey,boy
,Benton,boy
,Billie,boy
,Clint,boy
,Ephriam,boy
,Florence,boy
,Hamilton,boy
,Larry,boy
,Malcolm,boy
,Noble,boy
,Norris,boy
,Rollin,boy
,Smith,boy
,Tomas,boy
,Valentine,boy
,Wilmer,boy
,Addison,boy
,Adelbert,boy
,Adolphus,boy
,Alford,boy
,Caleb,boy
,Erwin,boy
,Henderson,boy
,Hugo,boy
,Jules,boy
,Lafe,boy
,Lum,boy
,Mat,boy
,Micheal,boy
,Murray,boy
,Otho,boy
,Prince,boy
,Randolph,boy
,Rolland,boy
,Alton,boy
,Avery,boy
,Axel,boy
,Bertram,boy
,Dell,boy
,Elizabeth,boy
,Elzie,boy
,Frances,boy
,Fritz,boy
,Haywood,boy
,Issac,boy
,Junius,boy
,Merton,boy
,Minor,boy
,Orval,boy
,Reginald,boy
,Shelby,boy
,Webster,boy
,Wilford,boy
,Angus,boy
,Arlie,boy
,Beverly,boy
,Christ,boy
,Dorsey,boy
,Emerson,boy
,Fate,boy
,Garrett,boy
,Harve,boy
,Houston,boy
,Johnny,boy
,Lew,boy
,Pierce,boy
,Rupert,boy
,Tim,boy
,Truman,boy
,Winfred,boy
,Abel,boy
,Bascom,boy
,Casper,boy
,Coleman,boy
,Early,boy
,Elton,boy
,Elvin,boy
,Ernst,boy
,Giles,boy
,Harlan,boy
,Leland,boy
,Lonzo,boy
,Luis,boy
,Mason,boy
,Mervin,boy
,Rolla,boy
,Albin,boy
,Bennett,boy
,Bertie,boy
,Buck,boy
,Carlos,boy
,Carson,boy
,Carter,boy
,Clair,boy
,Cliff,boy
,Dean,boy
,Ezekiel,boy
,Guss,boy
,Johnson,boy
,Jones,boy
,Lige,boy
,Mathias,boy
,Orange,boy
,Orrin,boy
,Oswald,boy
,Ramon,boy
,Rex,boy
,Rodney,boy
,Simpson,boy
,Sydney,boy
,Vance,boy
,Wilburn,boy
,Wyatt,boy
,Alpha,boy
,Burley,boy
,Clara,boy
,Cloyd,boy
,Doctor,boy
,Ellsworth,boy
,Elmo,boy
,Ephraim,boy
,Eric,boy
,Garland,boy
,Henery,boy
,Howell,boy
,Ivory,boy
,Lem,boy
,Lyle,boy
,Mahlon,boy
,Noel,boy
,Orlando,boy
,Ransom,boy
,Rube,boy
,Squire,boy
,Thaddeus,boy
,Vivian,boy
,Aloysius,boy
,Alvah,boy
,Aron,boy
,Bart,boy
,Basil,boy
,Bishop,boy
,Burr,boy
,Buster,boy
,Cicero,boy
,Dana,boy
,Davis,boy
,Dexter,boy
,Elmore,boy
,Gene,boy
,Gustaf,boy
,Heber,boy
,Hector,boy
,Jesus,boy
,Jonah,boy
,Lawson,boy
,Lucien,boy
,Marcellus,boy
,Melville,boy
,Merrill,boy
,Milford,boy
,Morton,boy
,Odie,boy
,Oral,boy
,Pierre,boy
,Randall,boy
,Richmond,boy
,Ronald,boy
,Sandy,boy
,Shirley,boy
,Stuart,boy
,Tracy,boy
,Troy,boy
,Watson,boy
,Wendell,boy
,Willam,boy
,Williams,boy
,Young,boy
,Zeb,boy
,Angelo,boy
,Anson,boy
,Art,boy
,Artie,boy
,Asbury,boy
,Augustine,boy
,Benjamine,boy
,Buford,boy
,Clare,boy
,Crawford,boy
,Dale,boy
,Doc,boy
,Dolphus,boy
,Duncan,boy
,Eben,boy
,Emmitt,boy
,Erastus,boy
,Ethan,boy
,Evert,boy
,Fernando,boy
,Finley,boy
,Grace,boy
,Hampton,boy
,Hollis,boy
,Hudson,boy
,Joesph,boy
,June,boy
,Kelly,boy
,Len,boy
,Lenard,boy
,Linus,boy
,Lou,boy
,Margaret,boy
,Mortimer,boy
,Reese,boy
,Rush,boy
,Sampson,boy
,Seymour,boy
,Solon,boy
,Ted,boy
,Terry,boy
,Theadore,boy
,Tillman,boy
,Toney,boy
,Travis,boy
,Turner,boy
,Wellington,boy
,Wheeler,boy
,Willian,boy
,Wylie,boy
,Adrian,boy
,Alan,boy
,Alois,boy
,Bartholomew,boy
,Benjamen,boy
,Bertrand,boy
,Burl,boy
,Cary,boy
,Colonel,boy
,Connie,boy
,Cora,boy
,Cornelious,boy
,Emma,boy
,Ennis,boy
,Gideon,boy
,Godfrey,boy
,Hezekiah,boy
,Jens,boy
,Julious,boy
,Lindsay,boy
,Lindsey,boy
,Ludwig,boy
,Manley,boy
,Merritt,boy
,Miguel,boy
,Nellie,boy
,Oakley,boy
,Obie,boy
,Octave,boy
,Okey,boy
,Ottis,boy
,Pablo,boy
,Parker,boy
,Reed,boy
,Rich,boy
,Rubin,boy
,Sanders,boy
,Whitney,boy
,Addie,boy
,Almon,boy
,Alphonso,boy
,Alvie,boy
,Ammon,boy
,Arlington,boy
,Barry,boy
,Barton,boy
,Baxter,boy
,Bertha,boy
,Byrd,boy
,Callie,boy
,Creed,boy
,Donaciano,boy
,Drew,boy
,Festus,boy
,Finis,boy
,Freddie,boy
,Furman,boy
,Hamp,boy
,Harlow,boy
,Hayward,boy
,Hershel,boy
,Hoyt,boy
,Huston,boy
,Hyrum,boy
,Ida,boy
,Irven,boy
,Isadore,boy
,Ivy,boy
,Kirk,boy
,Lambert,boy
,Lonie,boy
,Loran,boy
,Love,boy
,Mannie,boy
,Maxwell,boy
,Mont,boy
,Nat,boy
,Newell,boy
,Ola,boy
,Oran,boy
,Paris,boy
,Perley,boy
,Pinkney,boy
,Rosco,boy
,Santiago,boy
,Son,boy
,Sumner,boy
,Theron,boy
,Thurman,boy
,Tobe,boy
,Tobias,boy
,Tollie,boy
,Verne,boy
,Vester,boy
,Vollie,boy
,Webb,boy
,Wilton,boy
,Woodie,boy
,Woodson,boy
,Woody,boy
,Wright,boy
,Adelard,boy
,Albion,boy
,Alcide,boy
,Alec,boy
,Alf,boy
,Allison,boy
,Alonza,boy
,Antone,boy
,Archer,boy
,Asberry,boy
,Auther,boy
,Benjaman,boy
,Bernhard,boy
,Berton,boy
,Billy,boy
,Bird,boy
,Bonnie,boy
,Bruno,boy
,Budd,boy
,Cameron,boy
,Catherine,boy
,Chancy,boy
,Collie,boy
,Commodore,boy
,Curley,boy
,Curt,boy
,Danial,boy
,Domingo,boy
,Ebenezer,boy
,Egbert,boy
,Elder,boy
,Elie,boy
,Eliga,boy
,Ellwood,boy
,Emilio,boy
,Emmit,boy
,Ethel,boy
,Ewald,boy
,Fayette,boy
,French,boy
,Gardner,boy
,Gaston,boy
,Griffin,boy
,Guadalupe,boy
,Hallie,boy
,Harper,boy
,Herb,boy
,Hermon,boy
,Hilliard,boy
,Humphrey,boy
,Isreal,boy
,Iva,boy
,Jarvis,boy
,Jimmy,boy
,Julia,boy
,Lacy,boy
,Levy,boy
,Mart,boy
,Melton,boy
,Nickolas,boy
,Nolan,boy
,Odell,boy
,Olie,boy
,Orla,boy
,Orley,boy
,Otha,boy
,Press,boy
,Price,boy
,Rollo,boy
,Ruffus,boy
,Sheldon,boy
,Shelton,boy
,Silvester,boy
,Stafford,boy
,Sullivan,boy
,Theo,boy
,Thornton,boy
,Thurston,boy
,Waldo,boy
,Wayman,boy
,Weldon,boy
,Wes,boy
,Winnie,boy
,Worth,boy
,Adolf,boy
,Alden,boy
,Algie,boy
,Almer,boy
,Alphonsus,boy
,Alvis,boy
,Ancel,boy
,Andres,boy
,Antoine,boy
,Armand,boy
,Ashley,boy
,Author,boy
,Bailey,boy
,Bernie,boy
,Booker,boy
,Boss,boy
,Brady,boy
,Brooks,boy
,Bryant,boy
,Burke,boy
,Burrel,boy
,Cal,boy
,Carleton,boy
,Cass,boy
,Cassius,boy
,Chesley,boy
,Cleo,boy
,Cleon,boy
,Dalton,boy
,Delmar,boy
,Denis,boy
,Dillard,boy
,Dora,boy
,Doss,boy
,Dozier,boy
,Ebb,boy
